date,open,high,low,close,volume
2024-11-14,221.0,223.0,218.0,220.0,36843757
2024-11-15,221.5,229.5,221.0,227.5,45611572
2024-11-18,226.5,227.5,224.0,224.5,21850072
2024-11-19,225.5,236.0,224.0,236.0,45449413
2024-11-20,238.0,241.5,233.0,233.5,43249484
2024-11-21,235.5,241.0,234.5,239.0,25526513
2024-11-22,235.5,239.5,233.0,236.0,24132825
2024-11-25,237.0,237.5,226.0,228.0,52537801
2024-11-26,225.0,230.5,224.0,229.5,25200950
2024-11-27,226.0,227.5,213.0,214.0,67196257
2024-11-28,214.0,219.0,212.5,217.0,23303037
2024-11-29,220.0,222.0,216.0,217.0,23520257
2024-12-02,220.0,222.5,219.0,221.0,15384699
2024-12-03,222.5,229.5,221.5,229.0,25557478
2024-12-04,229.0,230.0,225.0,230.0,15647891
2024-12-05,228.5,229.0,226.0,226.0,10814687
2024-12-06,228.5,232.0,228.0,228.0,12394065
2024-12-09,231.5,238.0,231.0,235.5,35643331
2024-12-10,232.5,234.5,230.0,231.0,19356000
2024-12-11,230.5,233.0,227.0,227.0,14439627
2024-12-12,228.0,230.5,225.0,227.0,12121038
2024-12-13,228.0,232.0,227.0,230.0,13618855
2024-12-16,232.5,233.0,223.0,226.0,17070666
2024-12-17,228.0,233.0,227.5,231.0,16414426
2024-12-18,229.5,232.0,226.0,229.0,22079746
2024-12-19,227.5,233.0,227.0,229.5,20596691
2024-12-20,231.5,233.5,228.5,230.5,29054099
2024-12-23,230.0,230.5,225.0,228.0,30918902
2024-12-24,230.0,236.0,228.0,232.0,34902344
2024-12-25,233.0,233.5,229.0,231.5,24764594
2024-12-26,231.5,232.5,228.0,231.0,24569427
2024-12-27,232.5,233.0,226.0,226.0,18585536
2024-12-30,226.5,229.5,223.5,225.5,12141880
2024-12-31,225.5,227.5,224.5,225.0,8277972
2025-01-02,226.5,230.0,226.0,227.0,12769324
2025-01-03,230.0,232.5,228.0,231.5,14330662
2025-01-06,231.0,232.5,228.5,229.5,13094299
2025-01-07,230.0,230.0,227.0,228.5,12807483
2025-01-08,227.5,231.0,226.5,229.0,11299271
2025-01-09,228.0,228.0,212.0,212.0,61550800
2025-01-10,210.0,215.0,205.5,214.0,33535171
2025-01-13,211.0,213.0,205.0,205.0,27455735
2025-01-14,205.5,211.0,205.5,208.5,12938845
2025-01-15,208.5,209.0,203.0,203.0,14857688
2025-01-16,203.0,204.5,197.5,202.0,32285565
2025-01-17,200.0,203.0,198.5,202.5,11721884
2025-01-20,200.0,200.5,198.0,199.5,9667440
2025-01-21,200.0,204.0,199.5,201.0,10212852
2025-01-22,202.0,204.5,200.5,204.5,9676742
2025-02-03,200.0,206.5,199.5,202.5,15071592
2025-02-04,203.5,203.5,194.0,195.5,21337772
2025-02-05,201.0,206.0,200.0,205.0,18721149
2025-02-06,203.5,205.0,203.5,205.0,5616071
2025-02-07,206.5,207.5,203.5,206.0,11732394
2025-02-10,207.0,209.0,205.5,207.0,13732796
2025-02-11,209.5,212.5,208.0,212.5,14688388
2025-02-12,216.0,217.5,212.0,212.5,16941681
2025-02-13,211.5,216.0,210.5,215.5,8562061
2025-02-14,214.0,216.0,211.0,211.5,14196796
2025-02-17,213.0,216.0,211.0,216.0,9087185
2025-02-18,215.5,218.0,213.5,218.0,10075919
2025-02-19,218.5,218.5,215.5,217.5,7084060
2025-02-20,217.5,219.0,213.5,213.5,11315175
2025-02-21,214.0,215.5,213.0,213.0,9182669
2025-02-24,212.5,221.5,212.0,221.5,25002947
2025-02-25,221.5,222.0,218.5,220.5,11278575
2025-02-26,223.0,224.5,219.5,219.5,9472812
2025-02-27,220.0,222.5,216.0,216.0,18560117
2025-03-03,213.5,218.0,213.0,218.0,10115294
2025-03-04,216.0,219.0,214.0,219.0,8109642
2025-03-05,219.0,220.0,216.5,219.5,8075552
2025-03-06,219.5,221.5,219.0,221.0,8525014
2025-03-07,222.0,228.5,221.0,227.0,27417669
2025-03-10,225.0,227.0,223.0,224.5,14609715
2025-03-11,224.5,229.0,222.5,226.5,27360782
2025-03-12,227.0,233.0,225.0,228.5,27214215
2025-03-13,230.5,233.0,228.0,230.5,31078923
2025-03-14,226.0,229.0,219.5,220.0,66917964
2025-03-17,221.5,231.0,217.5,230.5,45853399
2025-03-18,229.5,233.0,227.5,232.0,21119655
2025-03-19,231.5,232.0,226.5,228.5,16952209
2025-03-20,229.0,229.5,227.5,229.5,11765806
2025-03-21,229.0,229.5,227.0,227.5,15968187
2025-03-24,228.5,229.5,227.0,228.0,7022902
2025-03-25,229.0,230.0,228.0,229.5,8451898
2025-03-26,230.0,230.5,229.0,230.0,8084383
2025-03-27,229.0,230.5,225.0,226.5,15874106
2025-03-28,223.0,226.5,222.0,223.5,15574107
2025-03-31,219.5,223.0,218.5,220.5,15342665
2025-04-01,221.5,227.0,220.5,226.5,13040442
2025-04-02,227.0,227.0,225.5,227.0,7529756
2025-04-07,204.5,204.5,204.5,204.5,3741019
2025-04-08,187.0,193.5,184.5,190.0,52900239
2025-04-09,183.5,187.0,171.0,171.0,46411300
2025-04-10,188.0,188.0,188.0,188.0,6127817
2025-04-11,184.0,206.5,179.5,206.5,68579126
