date,open,high,low,close,volume
2024-11-14,27.0,27.1,26.7,26.7,39180544
2024-11-15,26.95,27.2,26.8,26.85,34135200
2024-11-18,26.85,27.15,26.8,27.15,52975616
2024-11-19,27.3,27.3,26.8,27.1,76507795
2024-11-20,27.0,27.35,27.0,27.05,76254571
2024-11-21,27.05,27.35,26.85,27.35,62359644
2024-11-22,27.3,27.45,27.1,27.45,45390124
2024-11-25,27.6,27.8,27.45,27.8,47043900
2024-11-26,27.55,27.6,27.35,27.45,11164336
2024-11-27,27.55,27.6,27.3,27.35,14305696
2024-11-28,27.35,27.45,27.15,27.3,11729059
2024-11-29,27.1,27.2,26.9,27.0,25014595
2024-12-02,27.1,27.4,27.1,27.35,15098583
2024-12-03,27.6,27.8,27.45,27.8,22918671
2024-12-04,27.9,27.9,27.4,27.55,15479589
2024-12-05,27.7,27.75,27.55,27.7,11478121
2024-12-06,27.7,27.75,27.45,27.55,9277389
2024-12-09,27.5,27.65,27.4,27.55,12590702
2024-12-10,27.55,27.6,27.35,27.5,9537259
2024-12-11,27.4,27.55,27.35,27.5,13188616
2024-12-12,27.45,27.55,27.4,27.55,11470173
2024-12-13,27.6,27.6,27.35,27.35,11172636
2024-12-16,27.5,27.6,27.35,27.35,16257125
2024-12-17,27.35,27.55,27.1,27.55,43012288
2024-12-18,27.4,27.45,27.1,27.35,33622544
2024-12-19,27.1,27.15,26.9,27.0,38994569
2024-12-20,26.85,27.1,26.8,26.85,44514011
2024-12-23,27.1,27.35,27.05,27.35,26167994
2024-12-24,27.4,27.65,27.2,27.65,22517714
2024-12-25,27.65,27.65,27.4,27.6,10030712
2024-12-26,27.6,27.65,27.35,27.4,6746617
2024-12-27,27.3,27.3,27.2,27.25,7329514
2024-12-30,27.15,27.3,27.1,27.1,8977243
2024-12-31,27.0,27.1,26.95,26.95,12630238
2025-01-02,26.95,27.0,26.85,27.0,12965175
2025-01-03,27.0,27.1,26.95,26.95,6310540
2025-01-06,27.0,27.3,27.0,27.25,14559540
2025-01-07,27.3,27.35,27.1,27.1,11376784
2025-01-08,27.25,27.4,27.15,27.3,17339084
2025-01-09,27.3,27.85,27.25,27.35,23107356
2025-01-10,27.15,27.4,27.1,27.35,19943962
2025-01-13,27.4,27.5,26.9,27.05,24709382
2025-01-14,27.15,27.55,27.15,27.55,21482900
2025-01-15,27.6,27.75,27.45,27.45,21224174
2025-01-16,27.7,27.8,27.55,27.75,24857895
2025-01-17,27.75,27.75,27.4,27.6,16224727
2025-01-20,27.6,27.65,27.5,27.55,11548596
2025-01-21,27.7,27.85,27.55,27.75,15669662
2025-01-22,27.75,27.9,27.7,27.8,22376019
2025-02-03,27.6,28.1,27.6,28.0,35607684
2025-02-04,28.3,28.75,28.2,28.6,49722320
2025-02-05,28.7,28.75,28.3,28.45,16225982
2025-02-06,28.5,28.65,28.4,28.65,12905844
2025-02-07,28.55,28.65,28.45,28.55,8513161
2025-02-10,28.5,28.7,28.4,28.7,16272060
2025-02-11,28.7,28.7,28.55,28.7,8722346
2025-02-12,28.8,29.0,28.7,28.95,21710128
2025-02-13,29.0,29.2,28.9,29.2,27793334
2025-02-14,29.25,29.3,29.05,29.25,15329860
2025-02-17,29.3,29.45,29.2,29.45,18120990
2025-02-18,29.45,29.5,29.3,29.5,13556697
2025-02-19,29.45,29.5,29.4,29.5,13160069
2025-02-20,29.45,29.45,29.2,29.3,16551197
2025-02-21,29.3,29.65,29.3,29.65,22894180
2025-02-24,29.45,29.65,29.35,29.6,15035677
2025-02-25,29.25,29.55,29.25,29.55,12013290
2025-02-26,29.5,30.0,29.5,30.0,29435305
2025-02-27,29.95,29.95,29.15,29.15,42007300
2025-03-03,29.0,29.45,28.75,29.45,35575720
2025-03-04,29.0,29.4,28.95,29.25,24478278
2025-03-05,29.4,29.4,29.0,29.0,17453144
2025-03-06,29.0,29.2,29.0,29.05,13721464
2025-03-07,29.1,29.1,28.75,28.75,20785184
2025-03-10,28.8,29.05,28.5,28.95,29905089
2025-03-11,28.85,29.0,28.5,28.95,28972683
2025-03-12,29.0,29.2,28.8,29.1,25899868
2025-03-13,29.3,29.75,29.25,29.6,31809472
2025-03-14,29.7,29.8,29.65,29.65,19745906
2025-03-17,29.65,29.9,29.65,29.9,36396211
2025-03-18,29.95,30.0,29.75,30.0,27265819
2025-03-19,29.95,30.0,29.85,29.85,30701098
2025-03-20,29.95,30.0,29.85,29.95,17825769
2025-03-21,29.9,30.0,29.75,29.9,46488080
2025-03-24,29.8,30.0,29.7,29.95,18796638
2025-03-25,29.95,30.15,29.65,29.65,32339967
2025-03-26,29.65,30.0,29.65,30.0,17486176
2025-03-27,29.95,30.0,29.7,30.0,18615225
2025-03-28,29.7,29.8,29.35,29.65,23505989
2025-03-31,29.0,29.1,28.75,28.75,45834456
2025-04-01,28.8,29.25,28.8,29.05,21484211
2025-04-02,29.0,29.3,28.9,29.3,12714440
2025-04-07,26.4,26.4,26.4,26.4,21109054
2025-04-08,26.5,27.2,26.2,26.75,80935958
2025-04-09,26.75,27.2,25.5,25.9,65826651
2025-04-10,28.45,28.45,27.5,27.8,61205983
2025-04-11,27.7,27.7,27.15,27.6,49845433
2025-04-14,27.5,28.0,27.45,27.55,34367883
2025-04-15,27.65,27.9,27.65,27.75,18143711
2025-04-16,27.7,28.0,27.5,27.85,23496085
2025-04-17,27.95,27.95,27.55,27.6,16481761
2025-04-18,27.85,27.85,27.55,27.65,7615483
2025-04-21,27.65,27.8,27.5,27.55,7541885
2025-04-22,27.5,27.5,27.15,27.2,16784223
2025-04-23,27.4,27.85,27.4,27.8,15768005
2025-04-24,27.5,27.7,27.35,27.4,15627299
2025-04-25,27.65,27.75,27.55,27.55,9502381
2025-04-28,27.65,28.05,27.65,27.8,17111122
2025-04-29,27.8,28.05,27.6,27.8,21887545
