date,open,high,low,close,volume
2024-11-14,88.29,90.79,86.99,87.28,656463
2024-11-15,85.99,87.37,83.73,83.73,445203
2024-11-18,83.02,83.47,78.59,79.17,531827
2024-11-19,81.69,85.16,80.49,83.07,520936
2024-11-20,81.83,82.7,80.54,81.13,354581
2024-11-21,81.69,81.99,79.99,80.2,262534
2024-11-22,79.99,81.58,78.23,78.29,334867
2024-11-25,78.3,79.97,77.59,79.49,249509
2024-11-26,78.49,80.41,78.07,78.08,218331
2024-11-27,77.49,79.84,76.22,79.69,332336
2024-11-28,79.18,79.96,78.3,78.31,190838
2024-11-29,78.19,80.11,77.55,79.27,281356
2024-12-02,77.83,80.07,76.99,79.82,306759
2024-12-03,80.32,82.22,79.91,81.1,333399
2024-12-04,80.27,80.78,77.85,77.9,349945
2024-12-05,77.5,77.69,76.49,76.89,277857
2024-12-06,76.0,79.19,76.0,78.68,326423
2024-12-09,78.37,78.39,76.09,76.76,305115
2024-12-10,79.92,79.99,76.3,76.5,380477
2024-12-11,76.44,77.25,75.16,76.86,237096
2024-12-12,76.61,77.79,76.22,77.09,238192
2024-12-13,76.68,76.69,74.37,74.46,338372
2024-12-16,74.4,74.65,73.29,73.65,209434
2024-12-17,73.44,75.19,73.04,73.22,253666
2024-12-18,73.44,74.48,72.99,73.43,184833
2024-12-19,72.99,73.57,72.27,73.26,201515
2024-12-20,73.39,73.44,72.01,72.08,263023
2024-12-23,71.65,74.74,71.63,72.98,473391
2024-12-24,72.73,77.06,72.59,76.52,621700
2024-12-25,76.49,76.81,74.99,75.89,300022
2024-12-26,76.09,76.49,74.99,75.99,250488
2024-12-27,75.79,75.88,73.38,73.67,352736
2024-12-30,73.57,74.62,72.85,73.08,226096
2024-12-31,72.99,75.21,71.51,71.82,302553
2025-01-02,71.83,72.19,69.39,69.9,310411
2025-01-03,69.92,70.38,67.77,67.82,279480
2025-01-06,68.64,71.16,67.89,69.65,392739
2025-01-07,69.09,69.99,68.24,69.65,213019
2025-01-08,69.29,71.77,68.75,70.78,354315
2025-01-09,69.99,73.23,69.94,70.61,279303
2025-01-10,70.49,71.04,69.12,69.14,170613
2025-01-13,68.49,71.17,68.39,69.66,190325
2025-01-14,69.76,72.07,69.0,71.87,294119
2025-01-15,71.1,72.16,70.0,71.24,304086
2025-01-16,70.99,73.15,70.99,72.17,247042
2025-01-17,71.39,73.87,71.19,73.04,288330
2025-01-20,74.89,77.02,74.57,75.36,562918
2025-01-21,75.23,75.23,73.39,73.92,295429
2025-01-22,73.64,73.89,71.44,71.64,311883
2025-01-23,72.21,73.34,71.59,72.08,292106
2025-01-24,71.62,73.48,71.39,72.13,277948
2025-01-27,72.13,72.49,70.07,70.09,208670
2025-02-05,69.94,70.48,68.4,68.79,270558
2025-02-06,68.99,69.49,66.67,69.49,425595
2025-02-07,69.19,72.99,68.8,72.39,528184
2025-02-10,72.17,72.17,68.59,70.12,715250
2025-02-11,69.6,69.77,68.7,68.8,280689
2025-02-12,68.49,69.04,67.89,68.82,371042
2025-02-13,68.49,68.92,67.96,67.96,282544
2025-02-14,67.56,68.69,67.47,67.63,270731
2025-02-17,67.63,67.64,66.07,66.23,449471
2025-02-18,67.25,68.38,66.51,66.7,491292
2025-02-19,66.02,66.39,65.19,66.24,444217
2025-02-20,65.86,65.9,64.68,65.11,394986
2025-02-21,65.16,66.24,65.1,65.46,478452
2025-02-24,65.2,66.74,64.46,66.06,430839
2025-02-25,65.22,66.35,65.01,65.12,352111
2025-02-26,65.1,68.19,65.09,68.15,723713
