date,open,high,low,close,volume
2024-11-14,34.85,35.45,34.58,34.62,366325
2024-11-15,34.52,34.92,33.98,33.98,309544
2024-11-18,34.2,35.48,33.98,34.46,400185
2024-11-19,34.46,34.6,33.67,34.05,306316
2024-11-20,33.98,34.27,33.69,34.04,223753
2024-11-21,34.04,34.27,33.65,34.2,221173
2024-11-22,34.16,34.42,32.72,32.77,295863
2024-11-25,32.95,33.03,32.08,32.41,270329
2024-11-26,32.32,32.82,32.16,32.37,164837
2024-11-27,32.2,32.82,32.01,32.8,203727
2024-11-28,32.8,32.94,32.21,32.34,184877
2024-11-29,32.34,33.49,32.3,32.82,292721
2024-12-02,32.83,33.6,32.69,33.52,275144
2024-12-03,33.47,34.53,33.32,34.42,433747
2024-12-04,34.22,34.36,33.68,33.95,263016
2024-12-05,33.75,33.95,33.21,33.36,210687
2024-12-06,33.39,35.42,33.28,34.62,569964
2024-12-09,34.45,34.98,34.09,34.27,340868
2024-12-10,35.92,36.31,34.92,35.03,577545
2024-12-11,34.87,35.26,34.02,34.12,364372
2024-12-12,34.12,34.83,33.67,34.51,397324
2024-12-13,34.11,34.12,33.17,33.36,483984
2024-12-16,33.33,33.5,32.52,32.73,297893
2024-12-17,32.73,33.24,32.57,32.64,300515
2024-12-18,32.78,33.58,32.75,32.8,321171
2024-12-19,32.52,32.67,32.29,32.5,230348
2024-12-20,32.54,32.66,31.85,31.92,408637
2024-12-23,31.92,32.47,31.91,32.01,382182
2024-12-24,32.1,32.86,31.92,32.78,323975
2024-12-25,32.82,33.35,32.61,32.92,251315
2024-12-26,32.82,33.07,32.59,32.93,204209
2024-12-27,32.9,33.26,32.45,33.02,251908
2024-12-30,32.84,33.92,32.83,33.55,373455
2024-12-31,33.58,33.91,33.0,33.0,370292
2025-01-02,33.01,33.01,31.05,31.21,449627
2025-01-03,31.23,31.35,30.52,30.57,330076
2025-01-06,30.66,30.77,30.1,30.63,227772
2025-01-07,30.58,30.75,30.25,30.59,200716
2025-01-08,30.51,31.19,30.35,30.91,230818
2025-01-09,30.88,31.22,30.57,30.82,181976
2025-01-10,30.87,31.13,30.12,30.12,253474
2025-01-13,29.9,30.14,29.34,29.54,362138
2025-01-14,29.62,30.36,29.39,30.22,325308
2025-01-15,30.13,30.55,29.94,30.07,199678
2025-01-16,30.23,30.7,29.83,30.23,280503
2025-01-17,30.16,30.65,29.77,30.51,295898
2025-01-20,30.72,31.4,30.67,30.88,294815
2025-01-21,31.22,31.32,30.53,30.69,238557
2025-01-22,30.61,30.61,29.97,30.21,239813
2025-01-23,31.04,31.9,30.97,31.03,520263
2025-01-24,30.94,31.72,30.92,31.44,371261
2025-01-27,31.59,31.9,31.25,31.27,301045
2025-02-05,31.58,31.58,30.27,30.38,303669
2025-02-06,30.35,30.77,30.22,30.65,259130
2025-02-07,30.62,31.85,30.36,31.34,395186
2025-02-10,31.23,31.62,31.12,31.29,250263
2025-02-11,31.32,31.39,30.81,31.06,222709
2025-02-12,31.05,31.1,30.5,31.0,342313
2025-02-13,30.93,31.37,30.55,30.94,389575
2025-02-14,30.84,31.99,30.83,31.66,424358
2025-02-17,31.91,32.32,31.2,31.55,338184
2025-02-18,31.35,32.0,31.14,31.62,411936
2025-02-19,31.42,31.75,31.2,31.34,328453
2025-02-20,31.18,31.3,30.62,30.71,315214
2025-02-21,30.82,31.32,30.23,31.16,439252
2025-02-24,31.09,31.46,30.12,31.43,545403
2025-02-25,31.02,32.4,30.69,30.72,634513
2025-02-26,30.77,31.64,30.77,31.42,477474
2025-02-27,31.5,31.7,30.94,31.36,350430
2025-02-28,31.16,31.32,29.79,29.79,508114
2025-03-03,29.86,30.2,29.77,29.84,284383
2025-03-04,29.54,29.72,29.38,29.52,345008
2025-03-05,29.56,29.9,29.35,29.71,296369
2025-03-06,29.87,30.59,29.73,30.42,461537
2025-03-07,30.36,30.44,29.87,30.11,332321
2025-03-10,30.07,30.12,29.43,29.63,375118
2025-03-11,29.35,29.52,29.03,29.52,430455
2025-03-12,29.46,29.8,29.35,29.54,331670
2025-03-13,29.5,29.93,29.32,29.54,316033
2025-03-14,29.53,32.19,29.51,31.9,1102536
2025-03-17,31.82,32.38,31.73,32.14,489838
2025-03-18,32.35,32.47,31.93,32.08,250340
2025-03-19,32.06,32.13,31.66,31.95,299328
2025-03-20,32.03,32.03,30.69,30.8,537470
2025-03-21,30.82,31.37,30.5,30.65,377555
2025-03-24,30.67,31.2,30.64,31.06,272211
2025-03-25,31.04,31.29,30.88,30.97,174338
2025-03-26,30.97,31.04,30.67,30.68,196838
2025-03-27,30.6,31.58,30.53,31.12,398065
2025-03-28,31.13,31.51,30.99,31.06,261694
2025-03-31,31.06,31.67,30.94,31.08,358248
2025-04-01,31.2,31.62,31.08,31.46,301298
2025-04-02,31.45,31.81,31.23,31.33,298008
2025-04-03,30.97,31.6,30.67,31.17,309065
2025-04-07,29.69,29.87,27.95,28.01,818918
2025-04-08,28.17,28.9,27.62,28.78,627312
2025-04-09,28.62,28.92,28.13,28.69,536908
2025-04-10,29.72,29.72,28.93,29.34,533481
2025-04-11,29.64,29.64,28.94,29.06,289778
2025-04-14,29.34,29.46,29.14,29.18,268309
2025-04-15,29.03,29.37,28.86,29.35,283510
2025-04-16,29.18,29.32,28.97,29.27,299612
2025-04-17,29.12,29.71,28.98,29.58,309733
2025-04-18,29.39,29.79,29.38,29.72,182222
2025-04-21,29.62,30.17,29.61,29.66,196366
2025-04-22,29.62,30.01,29.62,29.89,224265
2025-04-23,30.05,30.17,29.78,29.82,208537
2025-04-24,29.79,30.39,29.79,29.95,281555
2025-04-25,30.0,30.17,29.72,29.74,252476
2025-04-28,29.07,29.63,28.67,29.39,417517
2025-04-29,29.31,29.69,29.05,29.15,191382
2025-04-30,29.14,29.3,28.72,28.77,262780
2025-05-06,29.01,29.44,28.8,29.34,279497
2025-05-07,30.06,30.3,29.67,30.22,399618
2025-05-08,30.08,31.39,30.08,30.71,566799
2025-05-09,30.67,30.91,30.53,30.75,202540
2025-05-12,30.92,31.22,30.77,31.06,276997
2025-05-13,31.12,31.15,30.74,30.93,195177
2025-05-14,30.97,34.04,30.85,33.65,961899
2025-05-15,33.28,33.94,32.79,32.96,541832
2025-05-16,32.82,33.11,32.12,32.35,361474
2025-05-19,32.36,32.64,32.19,32.48,248110
2025-05-20,32.53,33.28,32.37,33.03,397136
2025-05-21,33.0,33.42,32.81,32.89,228266
2025-05-22,32.77,33.34,32.73,33.28,192894
2025-05-23,33.23,33.42,32.39,32.43,241010
2025-05-26,32.58,33.3,32.2,32.69,242254
2025-05-27,32.72,33.0,32.45,32.61,145463
2025-05-28,32.75,33.72,32.7,33.12,333405
2025-05-29,33.21,33.76,32.94,33.58,339036
2025-05-30,33.52,33.92,33.2,33.35,257868
2025-06-03,33.29,33.82,32.86,33.42,219120
2025-06-04,33.42,34.35,33.29,34.01,323245
2025-06-05,34.02,34.29,33.63,34.17,266169
2025-06-06,34.14,34.43,33.64,33.9,194353
2025-06-09,33.93,34.42,33.79,34.13,172879
2025-06-10,34.13,34.7,33.73,33.8,237622
2025-06-11,33.82,34.77,33.73,34.58,330083
2025-06-12,34.37,35.35,34.07,34.98,362084
2025-06-13,34.78,35.12,34.52,34.83,285302
2025-06-16,34.87,35.48,34.67,35.41,318629
2025-06-17,35.29,35.39,34.8,35.11,287813
2025-06-18,35.11,35.13,33.93,34.41,298522
2025-06-19,34.41,34.5,33.68,33.79,268417
2025-06-20,33.9,34.58,33.68,34.3,225326
2025-06-23,34.1,35.0,33.75,34.81,255002
2025-06-24,35.02,36.21,34.81,35.64,388179
2025-06-25,35.82,36.96,35.65,36.96,473421
2025-06-26,36.96,36.96,36.32,36.56,276480
2025-06-27,36.58,37.17,35.77,35.88,322722
2025-06-30,35.73,36.55,35.72,36.43,290777
2025-07-01,36.43,36.67,36.28,36.33,142866
2025-07-02,36.28,36.58,36.02,36.04,153674
2025-07-03,36.13,36.36,35.77,36.07,136278
2025-07-04,35.95,36.79,35.45,36.06,263802
2025-07-07,35.92,36.75,35.87,36.65,235112
2025-07-08,36.66,36.98,36.4,36.75,214760
2025-07-09,36.73,36.86,36.02,36.02,200685
2025-07-10,36.02,37.18,35.93,36.54,411092
2025-07-11,36.81,38.57,36.72,37.38,596370
2025-07-14,37.34,37.67,37.03,37.22,252441
2025-07-15,37.28,37.58,36.68,36.84,266709
2025-07-16,36.87,37.11,36.16,36.7,229477
2025-07-17,36.6,36.94,36.45,36.67,154306
2025-07-18,36.97,37.85,36.6,37.09,458791
2025-07-21,37.09,37.13,36.22,36.66,414864
2025-07-22,36.63,37.16,35.65,36.19,488210
2025-07-23,36.37,37.67,36.24,37.15,600332
2025-07-24,37.04,37.88,36.96,37.39,459208
2025-07-25,37.31,37.8,36.9,37.49,525242
2025-07-28,37.52,39.45,37.51,38.99,501078
2025-07-29,38.68,38.9,38.18,38.28,372406
2025-07-30,38.38,39.18,38.28,38.85,423266
2025-07-31,38.68,38.79,37.24,37.46,395959
2025-08-01,37.35,37.84,37.04,37.1,240892
2025-08-04,37.02,37.19,36.6,37.12,240805
2025-08-05,37.19,37.67,37.09,37.55,214310
2025-08-06,37.47,38.11,37.28,37.4,171643
2025-08-07,37.39,38.07,37.06,37.22,204846
2025-08-08,37.24,37.33,36.86,36.9,145359
2025-08-11,37.1,37.4,36.81,36.88,225032
2025-08-12,36.88,37.51,36.84,37.41,306977
2025-08-13,37.6,38.4,37.6,37.76,404874
2025-08-14,37.9,39.96,37.9,39.6,514263
2025-08-15,39.4,40.45,38.44,39.7,505339
2025-08-18,39.8,40.65,39.51,39.9,346432
2025-08-19,39.93,40.3,38.98,39.07,241696
2025-08-20,38.98,40.38,38.45,40.35,289294
2025-08-21,40.2,40.47,39.84,39.9,210799
2025-08-22,40.04,40.8,39.81,40.78,254568
2025-08-25,41.01,41.71,40.53,41.57,331192
2025-08-26,41.4,41.48,40.9,40.92,202455
2025-08-27,40.98,41.13,39.61,39.74,344915
2025-08-28,39.6,40.0,39.3,39.94,277821
2025-08-29,40.65,42.23,40.28,40.31,511061
2025-09-01,40.72,40.83,39.6,39.6,377193
2025-09-02,39.63,39.99,39.18,39.83,305478
2025-09-03,39.99,40.26,38.42,38.64,254160
2025-09-04,38.6,38.6,37.4,37.92,514213
2025-09-05,37.92,38.14,37.5,38.04,306041
2025-09-08,37.93,38.29,37.39,37.55,377065
2025-09-09,37.56,38.2,37.2,37.45,406401
2025-09-10,37.39,37.79,37.21,37.44,203612
2025-09-11,37.48,38.14,37.26,38.14,323834
2025-09-12,38.14,38.3,37.3,37.32,362477
2025-09-15,37.3,37.47,36.73,37.0,336257
2025-09-16,36.99,37.1,36.16,36.26,408358
2025-09-17,36.3,36.78,35.88,35.9,527088
2025-09-18,35.95,35.96,34.75,35.03,642080
2025-09-19,35.05,35.21,34.7,34.89,352347
2025-09-22,34.94,35.3,34.6,34.85,284426
2025-09-23,34.78,35.3,34.49,34.79,366818
2025-09-24,34.66,35.12,34.39,34.93,327805
2025-09-25,34.9,35.04,34.51,34.77,239294
2025-09-26,34.68,35.37,34.45,35.2,381378
2025-09-29,35.0,37.0,34.86,35.58,952061
2025-09-30,35.4,36.1,34.86,35.12,727271
2025-10-09,34.93,35.14,34.26,34.88,545148
2025-10-10,34.7,35.7,34.65,35.06,497304
2025-10-13,34.5,35.0,34.25,34.92,438221
2025-10-14,35.41,36.34,35.41,36.0,788298
2025-10-15,35.99,36.99,35.85,36.9,620093
2025-10-16,36.78,37.96,36.7,37.7,631375
2025-10-17,37.61,38.0,36.65,36.75,408852
2025-10-20,37.57,37.75,36.81,37.07,308800
2025-10-21,36.91,38.14,36.91,37.33,520669
2025-10-22,37.24,37.62,36.9,37.2,250528
2025-10-23,37.2,37.54,36.74,37.34,218464
2025-10-24,37.4,37.45,37.02,37.22,199165
2025-10-27,37.3,37.71,36.92,37.13,433875
2025-10-28,37.2,37.51,37.03,37.3,389585
2025-10-29,37.46,37.83,37.27,37.6,590657
2025-10-30,37.54,38.3,37.5,37.75,529573
2025-10-31,36.9,36.9,35.43,35.5,861556
2025-11-03,35.5,35.75,35.05,35.13,390217
2025-11-04,35.03,35.54,35.03,35.43,317982
2025-11-05,35.2,35.3,34.96,35.02,269690
2025-11-06,35.08,35.67,34.89,35.49,476296
2025-11-07,35.33,36.17,35.31,35.61,359742
2025-11-10,35.6,36.27,35.39,36.05,352360
2025-11-11,36.05,36.15,35.46,35.59,267370
2025-11-12,35.69,36.79,35.59,36.5,485420
2025-11-13,36.41,37.17,36.36,37.05,395219
2025-11-14,36.8,37.19,36.27,36.29,339889
2025-11-17,36.2,36.26,35.3,35.47,332598
2025-11-18,35.42,35.57,34.63,34.86,422186
2025-11-19,34.88,36.08,34.88,35.83,509605
2025-11-20,36.0,36.16,35.42,35.54,256291
2025-11-21,35.39,35.57,34.6,34.63,294254
2025-11-24,34.79,34.82,34.2,34.3,278318
2025-11-25,34.49,35.23,34.45,34.95,261463
2025-11-26,35.1,35.2,34.55,34.61,222205
2025-11-27,34.61,35.44,34.4,35.05,284606
2025-11-28,35.04,35.2,34.7,34.75,254083
2025-12-01,34.7,35.28,34.55,35.17,316847
2025-12-02,35.12,35.93,35.0,35.61,317173
2025-12-03,35.6,35.75,34.94,35.0,186021
2025-12-04,35.15,35.33,34.82,35.2,138897
2025-12-05,35.2,38.12,35.12,37.61,903575
2025-12-08,37.5,38.6,37.4,38.24,639188
2025-12-09,38.07,38.5,37.45,37.5,342913
2025-12-10,37.9,38.03,37.32,37.91,257823
2025-12-11,37.85,38.1,37.35,37.47,244750
2025-12-12,37.7,38.36,37.33,38.24,385222
2025-12-15,37.95,40.24,37.86,39.58,547190
2025-12-16,39.49,40.0,39.06,39.15,362658
2025-12-17,39.58,41.35,39.3,40.79,607381
2025-12-18,40.65,41.44,40.61,41.08,356693
2025-12-19,40.95,41.59,40.77,41.04,256521
2025-12-22,41.02,41.59,40.62,41.4,295456
2025-12-23,41.4,42.49,41.25,41.77,326855
2025-12-24,41.6,41.77,41.21,41.5,203459
2025-12-25,41.5,43.0,41.41,42.64,339549
2025-12-26,42.51,43.09,42.13,42.33,238294
2025-12-29,42.05,43.2,41.93,42.28,308266
2025-12-30,42.33,42.64,41.36,41.91,311393
2025-12-31,41.9,42.68,41.46,41.91,293033
2026-01-05,42.4,45.35,42.17,45.06,662597
2026-01-06,45.6,47.88,44.9,47.35,600778
